Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,VZ,V,WMT
2021-01-27,-0.007683843934436441,-0.02915693063043101,-0.02812581228312927,-0.01773592905572552,-0.03974066552667521,-0.03514752036697466,-0.006541083613216259,0.009721777781674268,-0.012981459040898091,-0.038511352109041,-0.024219398570662243,-0.02991895736955652,-0.030254533993293475,-0.00835578990881658,-0.00016315162788227422,-0.02934233063001712,-0.01525109914648437,-0.028271845703450982,-0.015418891150666858,-0.0389079342853349,0.06081290171567666,-0.03962606827875659,0.0024532627840609944,-0.030200005906587446,-0.03538945116350822,-0.029295073947778638,-0.029494879004114738,-0.025455084647113546,-0.03484984211034603,-0.024879303611670345
2021-01-28,-0.03498511842038765,-0.013184320612445455,0.0015591193708615059,0.04277331128948014,0.01649227938140685,0.02053916036975001,0.007651942265484379,-0.00787746601326933,0.009296871472926238,0.054284450832752684,-0.0001840385967328828,0.006183052606869133,0.014595608626125411,0.017353866483569957,-0.019514948642530894,0.04627726088870587,0.007624533399487543,0.0175972105197717,0.012775534738141747,-0.0008697590735966543,-0.017305108573662853,0.01102903290623014,0.025891224724021056,0.028239633623254212,0.015423033995154656,0.0035843609487031802,0.015495857702469973,0.004353359778218602,0.01666915939332858,-0.0006259790769197471
2021-01-29,-0.03742075067666639,-0.025509378346145972,-0.009704654514695155,-0.022779048401415758,-0.015413442944715028,-0.008137303103376903,-0.004150224404364078,-0.01676199077739471,-0.042911463235137504,-0.021584868847467353,-0.04560503719525488,-0.013999137022808639,-0.026002381614594894,-0.036827226514492994,-0.00807803910227367,-0.009987703701886397,-0.03564677198837618,-0.011067578194447814,-0.02034578470025572,0.004931905221410071,-0.04230727683869673,-0.010908720271392114,-0.029171772056782785,-0.008387420499057607,-0.01649277971556007,-0.02642854986659071,-0.013514618325046635,-0.01119745636549585,-0.02507295103905094,-0.02267811295864053
2021-02-01,0.016520202253573313,-0.004142032276781005,0.042629902924745666,0.006623437176692004,0.008496801461147507,0.010282346341978998,0.01285689607018825,0.01839393703238823,0.014201826433245524,0.01664982914512758,0.016377591045819484,0.013128571501896502,-0.0027693802363010223,0.0009724166586526639,0.012005681493234555,0.021257276211941845,-0.0025746892766956853,0.007383348964438374,0.00685362162616121,0.00043328658117625096,-0.005465384937749063,0.0037630396381898024,0.03315240323953428,0.015869184330217667,0.005927800166273922,0.014012894008787136,0.0012592203374555133,-0.008584607645285014,0.02644227915431152,-0.008684006372961961
2021-02-02,0.006337044530036806,0.00024937731813379216,0.011104214562255077,0.03135941349621896,0.026041698319460682,0.042118041815250695,0.025124690555155205,0.009471254795107908,0.007522247007852201,0.03503540775070779,0.03526078909956931,0.04455265492019955,0.007738733752369997,0.023317802799346365,-0.009125831346786906,0.02310835439514114,-0.008972899599228756,0.030782371204187253,0.009900821670795645,0.00880075113255585,0.00183195303639061,0.00529966110248381,-0.0005844628436108001,0.02859027781802448,-0.0013957040876473314,0.011721527973932444,0.014131883236358167,0.004052999589087669,0.02142585029064903,0.01077035098098933
2021-02-03,-0.007778470750815725,-0.014179548196694758,-0.019961565909300982,-0.0021542181108232805,0.0320991184924615,-0.005454724655477139,0.0026474056137184565,-0.001309090405352431,0.021824149988478814,-0.0029950330199411956,0.013550606398347265,0.005505763630176519,0.007385340938588447,-0.004897091559056821,-0.0026787295511221387,-0.005517158892342722,-0.004651083651336818,0.011451107320566978,-0.0038808403690715476,-0.005005559966544837,0.002628444607310154,-0.005786188531010095,0.014571515074255803,-0.006877059502423233,0.0012421432740996607,-0.00836719699715005,-0.0024504104430160822,0.005321058827298497,-0.006169514804828524,0.003054758107482236
2021-02-04,0.02575770697237867,0.0005906300757272387,0.005575845147329783,0.03703099282256894,0.01567095814438879,0.0010444939386666796,0.013457068356280022,0.03233563193235289,0.0004496237384363777,0.02153828122378898,0.017886084715655004,0.018020957992545217,0.0169602856691502,0.00728140743328165,0.015950251234791102,0.02543073945936003,0.009283393226074965,0.023013217659711982,0.004921112106422987,0.011115885304728845,0.00923145617221488,-0.016684339526894187,-0.004074168891010976,0.014426989920881317,0.0006205360585818109,0.03800625630405974,-0.02536328095680529,0.006388107179871261,0.03918349129917531,0.009419162762292821
2021-02-05,-0.003098247156060996,-0.0037939887665828786,0.006349415177487883,0.011048805569873643,-0.012865584512531836,0.007044287231551705,0.003823925875166889,0.017566063906370166,0.0029212938509488584,0.005160142317915728,0.015974729963817325,-0.0008507718953260079,0.0001433478529440091,0.0116158527293595,0.006362419541083408,-0.010375900412815886,0.015185860101041504,-0.0019531163099656412,0.013058702279247658,0.007344979641857208,0.010785150560768786,-0.0030249393566956773,0.0007852207137151179,0.031856490651173575,0.004185165553211689,0.006322615129265463,-0.01460617066021841,0.0032644988219596716,-0.002293678569235791,0.01283961647097498
2021-02-08,0.0010968435990752479,0.005289534924058259,-0.008713780773966562,0.01354125842850662,0.019333450748152625,0.023056901280004594,0.00016731363859578963,0.01788683014251191,0.024870936383021958,0.04879654842579484,0.001921528166462405,0.0226576240067633,0.00419561488898168,0.004632410991765257,0.014943736533752583,0.016844362376694733,0.002858183307674844,0.015654565674821264,0.00543793539740256,-0.0047041317185847475,0.009775843417845431,-0.010026174238474184,0.001114926456283527,-0.01171520100091128,-0.0030872318687085176,0.009389741905274418,-0.0005238061423462614,-0.004880674335312141,-0.009005351387033178,0.004641065376420395
2021-02-09,-0.006573393828371965,-0.0038725255700585715,-0.00539885256244832,-0.010235045139561527,0.014956349207777553,-0.0008611633220856341,-0.00933309132503679,-0.00899075385004,-0.005684095023933633,-0.009421099412405098,-0.013077567384043864,0.001032544738452934,-0.011641571935950834,-0.009025903335640018,0.000983698149189527,-0.0064231986082785575,0.008186139167138506,-0.0039959868269306975,-0.004406899583247026,0.02079576419378837,0.00099560801157339,0.0,0.005361505844008629,-0.011296155781056139,-0.0038709234741298726,0.006566131611352333,0.016310198585125057,-0.0009082092231705863,-0.0017883299236219896,0.005516220207605338
2021-02-10,-0.004558749000562079,0.0076484425867178185,-0.005573405440383872,0.012235441229970334,-0.014875404522480484,0.002230540020345506,8.44308253158399e-05,-0.02597921223045685,0.017150388388188942,0.007544929598525929,0.018904391095118767,0.012714148131372394,0.0069373289611487365,0.0006929921446692244,0.0011467051128213335,0.0013609454535801202,0.0032476777670684687,0.0005730834739869906,-0.0020121164129871527,-0.00731539039411222,0.0007739149668508638,-0.001999105847209748,-0.0038971691656231044,0.0047253566985601125,-0.00349716064646588,-0.008358044622247984,0.01143704587594585,-0.0007273220540795489,-0.000387358654504788,-0.011657472726435802
2021-02-11,-0.0019204027065516938,-0.007013137667935876,-0.007439273910078148,0.0006238643078064765,-0.005945613994538856,0.003186429479516084,0.019094174177700873,0.007197230451740921,-0.005404293470983257,0.006749898531206222,0.0,-0.006441541203647594,-0.005848834212776599,9.879096355325245e-05,-0.01088038901637911,0.03058111624284443,-0.004496266817508698,-0.0027924376706076615,0.014112944137592454,-0.0006063100441401348,-0.013307477759577857,-0.002002734881197288,0.00687759089290596,0.0075809116532219445,0.0008578330696538128,0.0028096509191106733,-0.00098978663727467,-0.006550285852080173,0.022025841530530776,-0.0007631590979357838
2021-02-12,0.0017765357136609872,0.009232519867481193,0.004775969497859078,0.010209708806061757,0.0015189977208152072,-0.001814888768473688,-0.0036063754972354145,-0.006095015601004894,0.005759739594554114,-0.01697140593141855,0.008323525984568425,0.013230904872896243,0.001624229548486511,0.006875047716908389,-0.0009094896387636942,0.0189580714826314,0.0031312586780825047,0.01421695844229176,0.007753419436208775,-0.0017267170001759036,0.008408078529352325,0.0034787495359263065,0.002044930053180627,-0.009892678349542217,-0.00553275934038,-0.002596686331266307,-0.014501465226225307,-0.007325935723558552,-0.0033227275222447172,0.003124453027233187
2021-02-16,-0.01610418320278828,-0.01842242840897923,-0.0026726192693009576,0.008177714146932802,0.02938665785285588,0.02217275732235824,0.034197405605051134,-0.016494166223202433,0.02049091452412921,-0.007033607305890421,0.010317982800778669,0.01841215846665012,-0.007639448535731952,-0.0006384862609205566,-0.0060432321060417404,0.010677926169767593,-0.009064499593779418,0.024070570811767,-0.008285594625507264,0.005282669138090723,-0.011583395736346813,-0.009999922532071714,-0.00526559405334881,-0.0028850098242292344,0.002350871286626477,0.0100024180476046,-0.011028750563470968,-0.000922547937649898,-0.009811354258524085,0.008237219718965516
2021-02-17,-0.01764431455360993,0.011896521438339747,0.012141589169594624,-0.016222825197059754,-0.0076433762745283795,-0.00039533262792945667,-0.003741110226972877,-0.005589882946036795,0.029957852319571154,0.0004830849044348273,-0.0035744984788053102,0.002500052878531056,0.020080335863037257,-0.00756979456335416,-0.0008328423188447287,-0.009925002202184174,0.0035741983917705333,0.0031113491413123917,-0.0027850573593394268,-0.007347788953785184,0.00011298261410730426,0.01737355093935533,0.004359433490286779,0.016088929887976278,0.004221481386704973,0.00698706647692382,0.006900699647045316,0.05244683251186366,-0.0018758944635923758,0.010572420131872429
2021-02-18,-0.008636277833695138,-0.013072484605800572,0.005920814274298136,-0.0005444642779799391,-0.03266522088604762,-0.011764680584757992,-0.002624626250490536,0.0019457081554066225,-0.009591056986355984,-0.01845114863235875,-0.01674069041864945,-0.009080887225220158,0.007582486823029422,0.008023738944072267,0.006334845282251145,-0.003880180745531203,0.0004828462704744574,0.0033767126125834324,0.012766679709805384,0.009276242199181217,0.015397901495711075,-0.001720706096749347,-0.0016788230826478845,0.007639650301704437,0.00832938053335841,-0.005119556905122891,0.004742047890074819,-0.00017545858100187495,0.008866931319746918,-0.06480973811973612
2021-02-19,0.0012336246985094057,-0.0036123774170448986,-0.023535055745747435,0.025060451363028147,0.04312166959612296,0.049969914077282684,-0.0018217151370485407,-0.014242371972353118,0.008420997166491695,0.003551886102044488,0.04916611772795387,0.018457848186824055,-0.012047476021075254,0.00019643779871980627,-0.014412107852206368,0.022723474342715377,-0.016652597521460533,0.016690711389772295,-0.012999793107899227,-0.014807710324524104,-0.01577752681990896,-0.01458724482698004,-0.01156724030718681,-0.02115902397244218,-0.018605889055057112,-0.012052339512992227,-0.011662512405319347,-0.009301391357939504,-0.0220683726552241,0.004939644511095409
2021-02-22,-0.029799134447472064,-0.0009495252603255455,-0.021280609604111933,0.03219172847241736,-0.021106342539780387,0.03882623958191034,-0.02275311544310299,-0.005473033347611289,0.027035460921271515,0.04416013473514635,0.034608428410187964,0.003960405526710398,-0.013552723096233232,0.000294863041929716,0.01571535953208425,-0.036502041862338186,-0.000617475395407685,0.009390656752479298,0.010377239956253836,-0.000847882702870506,-0.002379207057950583,0.008343337940496909,-0.026808327068582494,-0.037670790340579186,-0.004247776499699207,0.013432858773335887,0.009427701472440875,0.0,0.017535301244851365,-0.00469852697557982
2021-02-23,-0.0011110726033681795,0.004277039607231137,0.004326059526709614,0.007282022389850429,-0.0035701322256328494,0.009721998863222003,-0.0220377879103838,0.0017609194474217382,0.012602867402696782,0.02779531133710078,-0.005761835272725668,0.007384591357312287,-0.031212777517583112,0.006973814934830624,-0.0012409375056852134,0.0067533799370183,-0.008834101209323708,0.008031557043538085,-0.0017775887723786576,-0.0034895045868155172,0.0002840777100197034,-0.005204518849801887,-0.005287536656048308,-0.003951277843998069,0.0074260538294712575,0.009873563846555244,0.005707227072616394,0.010274404475526744,0.018193247047443073,-0.01612313799560039
2021-02-24,-0.004052100729669106,-0.010625554212687516,-0.010946968676518232,0.02154247246937735,0.08118047151184293,0.010400653858294362,0.020497498938228498,0.005053756284499444,0.03693683782707535,0.00213086067911461,0.02527375840903523,0.03580725914390981,-0.027203940163869067,0.029213833478228812,0.020710904569738675,0.033867787742484445,0.013400577891546694,0.017595140239729856,0.0033637638360910493,0.009227608571003909,0.00828730271378375,0.0004023018960173097,0.005487174918026083,-0.003526046147222184,0.0010979289351651378,0.010915273010619009,0.008194143454733016,0.0015783831103013402,0.034510261894006744,-0.016682745818892952
2021-02-25,-0.03478261412446304,-0.01073959206477948,-0.03240038681954516,-0.020087215406201064,-0.05620475972563188,-0.00292173122013073,-0.03904867105310561,-0.004809540388495459,-0.009292431312984406,-0.03306154162940911,-0.026035903511965053,-0.008710462231467764,-0.018156310876827897,-0.02527368519688522,-0.006005998923608757,-0.044152426458918925,0.0010454473428866962,-0.013571764110002715,-0.010648967904979045,-0.010878292233472475,0.006361609959616432,0.0006705686405734657,-0.02370499773835799,-0.0008109467850523355,-0.008459954560771088,-0.01960745527423302,-0.010053814552522633,-0.010854487606669294,-0.025885223230487697,-0.009458996349638427
2021-02-26,0.0022317567918068715,-0.011427659524067768,0.011700387973209825,-0.013277048816258463,-0.020512832081341914,-0.02677857644492665,-0.06309500107035948,-0.01427974938911003,-0.022960624501205285,-0.010158241251033151,-0.033252025740847735,-0.025262667403154526,0.01210597985627282,-0.011914832644476459,-0.028905200332429493,0.006291261688265548,-0.02641902679381347,-0.026524433433444017,-0.02351964968557041,-0.01678915779585055,-0.020698020870527745,-0.026802636246231915,0.014804133065577707,-0.0035853390791441564,-0.024095511457380203,-0.016892054022746295,0.010186323923107476,-0.021239096458084306,-0.00636247520957578,-0.015384278343792523
2021-03-01,0.053851023912921514,0.009425647257047753,0.017203798394717307,0.025506447890334183,0.05839349655005677,0.017973066634198842,0.004803677271699058,0.023401099137026815,0.02049993235758296,0.03142197732380958,0.03759924108298818,0.03673481549816682,0.012696309379332194,0.019125259374438874,0.015218908637193218,0.034550915727964204,0.0054272304612312805,0.022626720916230303,0.018575043001765268,0.010235875994499377,0.007711380319859851,-0.003304733687914174,0.01962307908528138,0.021293645986811383,0.006152448493589313,0.03360824902447623,0.007314480818360725,0.0010850179640224944,0.01996312351243157,0.011160519834324534
2021-03-02,-0.02089361574437254,-0.00594611313497706,-0.016404262105025436,0.003893010461530677,-0.005570658244128834,-0.017928598966907794,-0.018709233954380844,-0.00871064583498149,0.0038219292249714876,-0.005333856447338747,0.019337128616381705,0.003091707299560653,-0.0050834462819706605,0.0017457591338818634,-0.0033955932296394487,-0.026081477678480014,-0.0018832377251374322,-0.003255785786587917,0.004007925929875089,0.002016947320679696,0.003968082876012691,0.0064934308285544695,-0.012956883309103606,-0.004576708379015693,-0.0031380194432971686,-0.008444962469949635,-2.9779571807386773e-05,-0.00686411414285093,-0.0039698149092121104,-0.009591295816064327
2021-03-03,-0.02445670903747199,-0.007753923131300078,-0.02893170479822993,0.023985627319361935,0.024289675467287664,-0.004216615521055345,-0.03499312836003521,-0.008567617180988751,0.01122603756242091,-0.008662446213542951,-0.007652019394957965,0.010545627345354802,-0.011256826939363251,0.002081496763013835,0.016870232159889254,-0.02188104109282063,-0.017607851055403745,0.01933193331230343,-0.0023951913506899958,-0.013658273824381895,0.005363681017553024,0.006177222256703807,-0.02698090524791752,-0.02014295985460679,-0.005972427010054071,0.010662966361236759,-0.005289147971183961,0.0072754905792074,-0.004263783182861913,-0.019368171011985846
2021-03-04,-0.01581162915809653,-0.009064962397157816,-0.009128157985388907,0.0006310660241033439,-0.01684455235321558,-0.009957685655325843,-0.0032524257869337436,-0.012630329927034722,0.008784628929276561,-0.02200152281991874,-0.016867433072605076,-0.015369420471788464,-0.024984366103596334,-0.01966058899597467,-0.018388089475381952,-0.0262104493375932,-0.02016370711734028,-0.015368411152364536,-0.0008002844509548135,-0.004761361993846691,-0.002414691079771547,-0.015416068480006206,-0.003647441377219174,-0.01653513975253529,-0.008200805427839297,-0.01121372629771844,0.0028236972141988392,-0.010473104169997582,-0.015592287591147613,-0.00047040576529311373
2021-03-05,0.010738295519112206,0.02622691657130294,0.007687481916645478,0.03259023347328238,-0.006630792793581919,0.034732242595940876,0.026445114204845854,0.03792659028751122,0.0430622627287105,0.01042393371595507,0.027941158382242426,-0.005830457954741686,0.010321497904009158,0.017936049152718514,0.02264569620725787,0.04131663889933512,0.01979487008499614,0.002324601567158302,0.01702035323643214,0.012351195304940665,0.017846015837315266,0.013301939582958555,0.02147954993682566,0.00992152861364004,0.031354880684951736,0.022412808354140834,0.0398131206898793,0.02189787853931313,0.01848700190566155,0.012467969740403095
2021-03-08,-0.04167359257533143,0.0003511798506377062,-0.016167463748385735,0.01995570289471571,0.003628696148034072,0.006449960144666145,-0.014423931252403044,0.0272427739691683,0.006880672273785304,0.06274007450895058,0.008424824656664054,0.020832400942443208,0.021734189823078287,0.005421603104161399,0.016119880934140296,-0.014652637132185675,0.008328138837099486,0.013252876479861397,0.016735596260996966,0.008390669946870322,0.016427184926453453,0.014221344241233336,-0.018177954525588236,0.009073578477201583,0.010557277994281966,0.0222501336237122,0.008844642993069085,0.014107104974184104,0.022561613962959193,-0.009603516631628839
2021-03-09,0.04064973504976521,0.005179854816202756,0.03756837366056898,-0.034404746494066885,0.029371074708334,-0.021572119303382764,0.01834201752898945,0.00799856942041477,-0.002277884050962742,-0.036649879238188854,-0.018600299532668174,-0.010772292578514864,0.022892907910709193,-0.0004331150112850679,-0.0050476249753016456,0.04711789013774914,0.0019059876372871098,-0.007062778935177927,-0.015104626831967671,-0.002678040901949119,-0.014093454570559993,-0.00040456146207146215,0.028101302952550755,0.010329977667376422,-0.008875899954932098,-0.006972131513165669,0.005168792508725595,-0.010389059684087765,0.0004085879052815322,0.007898016669386942
2021-03-10,-0.009166791398106278,0.004235719698016727,-0.0017010173123747085,0.011371380487780858,0.06387405441461103,0.019649298272421234,0.0020327947130691637,0.008352509080765458,0.01707763295044562,0.0028275781165125746,0.02939279584297605,0.03457450636508863,0.01112756970578399,0.025528405741879423,0.029714849546719435,-0.006701785599078303,0.009194600724036883,0.021734940160526683,0.01140382567359377,0.022824391023652746,0.01837906192883554,0.008362277336362078,-0.0058174525204390815,0.012063357041785627,0.009193067869836868,0.010141880076544041,-0.006761436456033221,0.015658225525869707,0.012751955520892366,0.025525548498941175
2021-03-11,0.01650279387328135,0.005261948318605825,0.018298429776605563,0.0068143151320014805,0.027146016799221684,-0.005880734169926405,0.01882433416978424,0.010561243103698326,-0.001616246476835781,0.008663951390210034,0.003588692643180069,0.00023390618830498866,0.009803127507949094,-0.001925887251134406,-0.005708947745016402,0.017028133285271085,-6.292950347086546e-05,-0.005221501667601158,-0.010886330259081478,-0.008157016897002323,0.0003252978781449478,-0.0017389098198046238,0.020265061997704725,0.026164764137758034,-0.0033765404356979056,-0.0018666364595372187,0.010011417592183713,-0.027505375951734745,0.013353068044972272,-0.0003782687301865373
